Program Code,Program Title,Category Code,Category Title,Four Digit Code,Four Digit Title,Note,Warehouse Load Date,Version
019999,"Agriculture, Agriculture Operations, and Related Sciences, Other",01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0199,"Agriculture, Agriculture Operations, and Related Sciences, Other","",06/11/14 08:42 AM,2010
020209,Poultry Science,02,AGRICULTURAL SCIENCES,0202,Animal Sciences,"",06/11/14 08:42 AM,1990
020400,Plant Sciences,02,AGRICULTURAL SCIENCES,0204,Plant Sciences,"",06/11/14 08:42 AM,1990
030102,Environmental Science/Studies,03,CONSERVATION AND RENEWABLE NATURAL RESOURCES,0301,Natural Resources Conservation,"",06/11/14 08:42 AM,1990
030205,"Water, Wetlands, and Marine Resources Management",03,NATURAL RESOURCES AND CONSERVATION,0302,Natural Resources Management and Policy,"",06/11/14 08:42 AM,2010
030510,Forest Resources Production and Management,03,NATURAL RESOURCES AND CONSERVATION,0305,Forestry,"",06/11/14 08:42 AM,2010
030599,"Forestry, Other",03,NATURAL RESOURCES AND CONSERVATION,0305,Forestry,"",06/11/14 08:42 AM,2010
040401,Environmental Design/Architecture,04,ARCHITECTURE AND RELATED SERVICES,0404,Environmental Design,"",06/11/14 08:42 AM,2010
040601,Landscape Architecture,04,ARCHITECTURE AND RELATED SERVICES,0406,Landscape Architecture,"",06/11/14 08:42 AM,2010
040701,Architectural Urban Design and Planning,04,ARCHITECTURE AND RELATED PROGRAMS,0407,Architectural Urban Design and Planning,"",06/11/14 08:42 AM,1990
040901,Architectural Technology/Technician,04,ARCHITECTURE AND RELATED SERVICES,0409,Architectural Sciences and Technology,"",06/11/14 08:42 AM,2010
040999,"Architectural Sciences and Technology, Other",04,ARCHITECTURE AND RELATED SERVICES,0409,Architectural Sciences and Technology,New in 2010,06/11/14 08:42 AM,2010
050101,African Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
050103,Asian Studies/Civilization,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
050105,"Russian, Central European, East European and Eurasian Studies",05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
050107,Latin American Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
050117,Baltic Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
050119,Caribbean Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
050133,Irish Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,New in 2010,06/11/14 08:42 AM,2010
080103,Fashion Modeling,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0801,Apparel and Accessories Marketing Operations,"",06/11/14 08:42 AM,1990
080200,Business and Personal Services Marketing Operations,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0802,Business and Personal Services Marketing Operations,"",06/11/14 08:42 AM,1990
080809,Home Products Marketing Operations,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0808,Home and Office Products Marketing Operations,"",06/11/14 08:42 AM,1990
080899,"Home and Office Products Marketing Operations, Other",08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0808,Home and Office Products Marketing Operations,"",06/11/14 08:42 AM,1990
080903,Recreation Products/Services Marketing Operations,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0809,Hospitality and Recreation Marketing Operations,"",06/11/14 08:42 AM,1990
081105,Travel Services Marketing Operations,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0811,Tourism and Travel Services Marketing Operations,"",06/11/14 08:42 AM,1990
081199,"Tourism and Travel Services Marketing Operations, Other",08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0811,Tourism and Travel Services Marketing Operations,"",06/11/14 08:42 AM,1990
081209,Petroleum Products Retailing Operations,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0812,Vehicles and Petroleum Products Marketing Operations,"",06/11/14 08:42 AM,1990
081301,HEALTH PRODUCTS AND SERVICES MARKETING OPERATIONS,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0813,HEALTH PRODUCTS AND SERVICES MARKETING OPERATIONS,Add by MH 05282014,06/11/14 08:42 AM,1990
081400,Health Products and Services Marketing Operations,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0814,Health Products and Services Marketing Operations,"",06/11/14 08:42 AM,1990
090901,"Organizational Communication, General",09,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",0909,"Public Relations, Advertising, and Applied Communication","",06/11/14 08:42 AM,2010
100399,"Graphic Communications, Other",10,COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES,1003,Graphic Communications,"",06/11/14 08:42 AM,2010
110103,Information Technology,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,1101,"Computer and Information Sciences, General","",06/11/14 08:42 AM,2010
110802,Data Modeling/Warehousing and Database Administration,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,1108,Computer Software and Media Applications,"",06/11/14 08:42 AM,2010
111004,Web/Multimedia Management and Webmaster,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,1110,Computer/Information Technology Administration and Management,"",06/11/14 08:42 AM,2010
111005,Information Technology Project Management,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,1110,Computer/Information Technology Administration and Management,New in 2010,06/11/14 08:42 AM,2010
120203,Card Dealer,12,PERSONAL AND MISCELLANEOUS SERVICES,1202,Gaming and Sports Officiating,"",06/11/14 08:42 AM,1990
120300,Funeral Services and Mortuary Science,12,PERSONAL AND MISCELLANEOUS SERVICES,1203,Funeral Services and Mortuary Science,"",06/11/14 08:42 AM,1990
120399,"Funeral Service and Mortuary Science, Other",12,PERSONAL AND CULINARY SERVICES,1203,Funeral Service and Mortuary Science,"",06/11/14 08:42 AM,2010
120402,Barbering/Barber,12,PERSONAL AND CULINARY SERVICES,1204,Cosmetology and Related Personal Grooming Services,"",06/11/14 08:42 AM,2010
120403,Cosmetologist,12,PERSONAL AND MISCELLANEOUS SERVICES,1204,Cosmetic Services,"",06/11/14 08:42 AM,1990
120405,Massage,12,PERSONAL AND MISCELLANEOUS SERVICES,1204,Cosmetic Services,"",06/11/14 08:42 AM,1990
120499,"Cosmetology and Related Personal Grooming Arts, Other",12,PERSONAL AND CULINARY SERVICES,1204,Cosmetology and Related Personal Grooming Services,"",06/11/14 08:42 AM,2010
120599,"Culinary Arts and Related Services, Other",12,PERSONAL AND CULINARY SERVICES,1205,Culinary Arts and Related Services,"",06/11/14 08:42 AM,2010
130202,Multicultural Education,13,EDUCATION,1302,"Bilingual, Multilingual, and Multicultural Education","",06/11/14 08:42 AM,2010
130401,"Educational Leadership and Administration, General",13,EDUCATION,1304,Educational Administration and Supervision,"",06/11/14 08:42 AM,2010
130407,Community College Education,13,EDUCATION,1304,Educational Administration and Supervision,"",06/11/14 08:42 AM,2010
130802,Educational Psychology,13,EDUCATION,1308,Educational Psychology,"",06/11/14 08:42 AM,1990
130900,Social and Philosophical Foundations of Education,13,EDUCATION,1309,Social and Philosophical Foundations of Education,"",06/11/14 08:42 AM,1990
131009,Education/Teaching of Individuals with Vision Impairments Including Blindness,13,EDUCATION,1310,Special Education and Teaching,"",06/11/14 08:42 AM,2010
131017,Education/Teaching of Individuals in Elementary Special Education Programs,13,EDUCATION,1310,Special Education and Teaching,New in 2010,06/11/14 08:42 AM,2010
131203,Junior High/Intermediate/Middle School Education and Teaching,13,EDUCATION,1312,"Teacher Education and Professional Development, Specific Levels and Methods","",06/11/14 08:42 AM,2010
131304,Driver and Safety Teacher Education,13,EDUCATION,1313,"Teacher Education and Professional Development, Specific Subject Areas","",06/11/14 08:42 AM,2010
131309,Technology Teacher Education/Industrial Arts Teacher Education,13,EDUCATION,1313,"Teacher Education and Professional Development, Specific Subject Areas","",06/11/14 08:42 AM,2010
140903,Computer Software Engineering,14,ENGINEERING,1409,Computer Engineering,"",06/11/14 08:42 AM,2010
141099,"Electrical, Electronics and Communications Engineering, Other",14,ENGINEERING,1410,"Electrical, Electronics and Communications Engineering",New in 2010,06/11/14 08:42 AM,2010
141100,Engineering Mechanics,14,ENGINEERING,1411,Engineering Mechanics,"",06/11/14 08:42 AM,1990
141300,Engineering Science,14,ENGINEERING,1413,Engineering Science,"",06/11/14 08:42 AM,1990
142001,Metallurgical Engineering,14,ENGINEERING,1420,Metallurgical Engineering,"",06/11/14 08:42 AM,2010
142701,Systems Engineering,14,ENGINEERING,1427,Systems Engineering,"",06/11/14 08:42 AM,2010
142801,Textile Sciences and Engineering,14,ENGINEERING,1428,Textile Sciences and Engineering,"",06/11/14 08:42 AM,2010
142900,Engineering Design,14,ENGINEERING,1429,Engineering Design,"",06/11/14 08:42 AM,1990
143101,Materials Science,14,ENGINEERING,1431,Materials Science,"",06/11/14 08:42 AM,2000
143601,Manufacturing Engineering,14,ENGINEERING,1436,Manufacturing Engineering,"",06/11/14 08:42 AM,2010
150304,Laser and Optical Technology/Technician,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1503,Electrical Engineering Technologies/Technicians,"",06/11/14 08:42 AM,2010
150501,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician",15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1505,Environmental Control Technologies/Technicians,"",06/11/14 08:42 AM,2010
150503,Energy Management and Systems Technology/Technician,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1505,Environmental Control Technologies/Technicians,"",06/11/14 08:42 AM,2010
150505,Solar Energy Technology/Technician,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1505,Environmental Control Technologies/Technicians,"",06/11/14 08:42 AM,2010
150599,"Environmental Control Technologies/Technicians, Other",15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1505,Environmental Control Technologies/Technicians,"",06/11/14 08:42 AM,2010
150701,Occupational Safety and Health Technology/Technician,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1507,Quality Control and Safety Technologies/Technicians,"",06/11/14 08:42 AM,2010
150800,Mechanical Engineering-Related Technologies,15,ENGINEERING RELATED TECHNOLOGIES,1508,Mechanical Engineering-Related Technologies,"",06/11/14 08:42 AM,1990
151204,Computer Software Technology/Technician,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1512,Computer Engineering Technologies/Technicians,"",06/11/14 08:42 AM,2010
151501,Engineering/Industrial Management,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1515,Engineering-Related Fields,"",06/11/14 08:42 AM,2010
600405,Clinical Biochemical Genetics Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,New in 2010,06/11/14 08:42 AM,2010
600412,Emergency Medicine Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,Moved from 60.0216 to 60.0412,06/11/14 08:42 AM,2010
600413,Family Medicine Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,Moved from 60.0218 to 60.0413,06/11/14 08:42 AM,2010
600434,Vascular Surgery Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,Moved from 60.0264 to 60.0434,06/11/14 08:42 AM,2010
600505,Chemical Pathology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0206 to 60.0505,06/11/14 08:42 AM,2010
600509,Clinical Neurophysiology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600512,Cytopathology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0267 to 60.0512,06/11/14 08:42 AM,2010
600514,Developmental-Behavioral Pediatrics Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600520,Geriatric Medicine Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0222 to 60.0520,06/11/14 08:42 AM,2010
600536,Molecular Genetic Pathology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600541,Neuromuscular Medicine Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600549,Pediatric Cardiology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0245 to 60.0549,06/11/14 08:42 AM,2010
600551,Pediatric Dermatology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600555,Pediatric Hematology-Oncology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0247 to 60.0555,06/11/14 08:42 AM,2010
600557,Pediatric Nephrology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0248 to 60.0557,06/11/14 08:42 AM,2010
600558,Pediatric Orthopedics Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0249 to 60.0558,06/11/14 08:42 AM,2010
600562,Pediatric Radiology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600563,Pediatric Rehabilitation Medicine Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600576,Spinal Cord Injury Medicine Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600577,Sports Medicine Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0261 to 60.0577,06/11/14 08:42 AM,2010
600582,Undersea and Hyperbaric Medicine Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600583,Vascular and Interventional Radiology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
010304,Crop Production,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0103,Agricultural Production Operations,"",06/11/14 08:42 AM,2010
010309,Viticulture and Enology,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0103,Agricultural Production Operations,New in 2010,06/11/14 08:42 AM,2010
010501,Agricultural Supplies Retailing and Wholesaling,01,AGRICULTURAL BUSINESS AND PRODUCTION,0105,Agricultural Supplies and Related Services,"",06/11/14 08:42 AM,1990
010608,Floriculture/Floristry Operations and Management,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0106,Applied Horticulture and Horticultural Business Services,"",06/11/14 08:42 AM,2010
010906,Livestock Management,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0109,Animal Sciences,"",06/11/14 08:42 AM,2010
010907,Poultry Science,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0109,Animal Sciences,"",06/11/14 08:42 AM,2010
011001,Food Science,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0110,Food Science and Technology,"",06/11/14 08:42 AM,2010
011101,"Plant Sciences, General",01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0111,Plant Sciences,"",06/11/14 08:42 AM,2010
011201,"Soil Science and Agronomy, General",01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0112,Soil Sciences,"",06/11/14 08:42 AM,2010
020200,Animal Sciences,02,AGRICULTURAL SCIENCES,0202,Animal Sciences,"",06/11/14 08:42 AM,1990
020499,"Plant Sciences, Other",02,AGRICULTURAL SCIENCES,0204,Plant Sciences,"",06/11/14 08:42 AM,1990
020500,Soil Sciences,02,AGRICULTURAL SCIENCES,0205,Soil Sciences,"",06/11/14 08:42 AM,1990
030188,Environmental Science/Studies,03,NATURAL RESOURCES AND CONSERVATION,0301,Natural Resources Conservation and Research,Added to CIP 2000 by NCES for IPEDS Completion 2003,06/11/14 08:42 AM,2000
030201,Natural Resources Management and Policy,03,NATURAL RESOURCES AND CONSERVATION,0302,Natural Resources Management and Policy,"",06/11/14 08:42 AM,2010
030204,Natural Resource Economics,03,NATURAL RESOURCES AND CONSERVATION,0302,Natural Resources Management and Policy,"",06/11/14 08:42 AM,2010
030300,Fishing and Fisheries Sciences and Management,03,CONSERVATION AND RENEWABLE NATURAL RESOURCES,0303,Fishing and Fisheries Sciences and Management,"",06/11/14 08:42 AM,1990
030499,"Forest Production and Processing, Other",03,CONSERVATION AND RENEWABLE NATURAL RESOURCES,0304,Forest Production and Processing,"",06/11/14 08:42 AM,1990
030506,Forest Management/Forest Resources Management,03,NATURAL RESOURCES AND CONSERVATION,0305,Forestry,"",06/11/14 08:42 AM,2010
039999,"Natural Resources and Conservation, Other",03,NATURAL RESOURCES AND CONSERVATION,0399,"Natural Resources and Conservation, Other","",06/11/14 08:42 AM,2010
040000,ARCHITECTURE AND RELATED PROGRAMS,04,ARCHITECTURE AND RELATED PROGRAMS,0400,ARCHITECTURE AND RELATED PROGRAMS,"",06/11/14 08:42 AM,1990
050100,Area Studies,05,"AREA, ETHNIC AND CULTURAL STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,1990
050110,Russian Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
050112,South Asian Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
159900,"Engineering-Related Technologies, Other",15,ENGINEERING RELATED TECHNOLOGIES,1599,"Engineering-Related Technologies, Other","",06/11/14 08:42 AM,1990
160104,Comparative Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1601,"Linguistic, Comparative, and Related Language Studies and Services","",06/11/14 08:42 AM,2010
160302,Japanese Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1603,"East Asian Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
160405,Bulgarian Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
160505,Norwegian Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1605,"Germanic Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
160506,Swedish Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1605,"Germanic Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
160701,Hindi Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1607,"South Asian Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
160902,Italian Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1609,"Romance Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
160907,Catalan Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1609,"Romance Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
161102,Hebrew Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1611,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
161202,Ancient/Classical Greek Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1612,"Classics and Classical Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
161601,American Sign Language (ASL),16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1616,American Sign Language,"",06/11/14 08:42 AM,2010
161699,"American Sign Language, Other",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1616,American Sign Language,"",06/11/14 08:42 AM,2010
190505,Foodservice Systems Administration/Management,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1905,"Foods, Nutrition, and Related Services","",06/11/14 08:42 AM,2010
190707,Family and Community Services,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1907,"Human Development, Family Studies, and Related Services","",06/11/14 08:42 AM,2010
190710,Developmental Services Worker,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1907,"Human Development, Family Studies, and Related Services",New in 2010,06/11/14 08:42 AM,2010
200303,Commercial Garment and Apparel Worker,20,VOCATIONAL HOME ECONOMICS,2003,"Clothing, Apparel and Textile Workers and Managers","",06/11/14 08:42 AM,1990
200400,Institutional Food Workers and Administrators,20,VOCATIONAL HOME ECONOMICS,2004,Institutional Food Workers and Administrators,"",06/11/14 08:42 AM,1990
209900,"Vocational Home Economics, Other",20,VOCATIONAL HOME ECONOMICS,2099,"Vocational Home Economics, Other","",06/11/14 08:42 AM,1990
220103,Paralegal/Legal Assistant,22,LAW AND LEGAL STUDIES,2201,Law and Legal Studies,"",06/11/14 08:42 AM,1990
230301,Comparative Literature,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2303,Comparative Literature,"",06/11/14 08:42 AM,1990
230400,English Composition,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2304,English Composition,"",06/11/14 08:42 AM,1990
230801,English Literature (British and Commonwealth),23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2308,English Literature (British and Commonwealth),"",06/11/14 08:42 AM,2000
240100,"Liberal Arts and Sciences, General Studies and Humanities",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2401,"Liberal Arts and Sciences, General Studies and Humanities","",06/11/14 08:42 AM,1990
250101,Library and Information Science,25,LIBRARY SCIENCE,2501,Library Science and Administration,"",06/11/14 08:42 AM,2010
250102,Children and Youth Library Services,25,LIBRARY SCIENCE,2501,Library Science and Administration,New in 2010,06/11/14 08:42 AM,2010
260101,"Biology/Biological Sciences, General",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2601,"Biology, General","",06/11/14 08:42 AM,2010
260300,Botany,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2603,Botany,"",06/11/14 08:42 AM,1990
260308,Plant Molecular Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2603,Botany/Plant Biology,"",06/11/14 08:42 AM,2010
260601,Anatomy,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260608,Neuroscience,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260699,"Miscellaneous Biological Specializations, Other",26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260706,"Physiology, Human and Animal",26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2607,Zoology,"",06/11/14 08:42 AM,1990
260804,Animal Genetics,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2608,Genetics,"",06/11/14 08:42 AM,2010
260905,Reproductive Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2609,"Physiology, Pathology and Related Sciences","",06/11/14 08:42 AM,2010
260908,Exercise Physiology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2609,"Physiology, Pathology and Related Sciences","",06/11/14 08:42 AM,2010
260909,Vision Science/Physiological Optics,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2609,"Physiology, Pathology and Related Sciences","",06/11/14 08:42 AM,2010
260910,Pathology/Experimental Pathology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2609,"Physiology, Pathology and Related Sciences","",06/11/14 08:42 AM,2010
261003,Neuropharmacology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2610,Pharmacology and Toxicology,"",06/11/14 08:42 AM,2010
270101,"Mathematics, General",27,MATHEMATICS AND STATISTICS,2701,Mathematics,"",06/11/14 08:42 AM,2010
270303,Computational Mathematics,27,MATHEMATICS AND STATISTICS,2703,Applied Mathematics,"",06/11/14 08:42 AM,2010
270305,Financial Mathematics,27,MATHEMATICS AND STATISTICS,2703,Applied Mathematics,New in 2010,06/11/14 08:42 AM,2010
290299,"Intelligence, Command Control and Information Operations, Other",29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2902,"Intelligence, Command Control and Information Operations",New in 2010,06/11/14 08:42 AM,2010
290301,Combat Systems Engineering,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2903,Military Applied Sciences,New in 2010,06/11/14 08:42 AM,2010
290302,Directed Energy Systems,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2903,Military Applied Sciences,New in 2010,06/11/14 08:42 AM,2010
290402,Air and Space Operations Technology,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2904,Military Systems and Maintenance Technology,New in 2010,06/11/14 08:42 AM,2010
290404,Explosive Ordinance/Bomb Disposal,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2904,Military Systems and Maintenance Technology,New in 2010,06/11/14 08:42 AM,2010
299999,"Military Technologies and Applied Sciences, Other",29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2999,"Military Technologies and Applied Sciences, Other",New in 2010,06/11/14 08:42 AM,2010
300600,Systems Science and Theory,30,MULTI/INTERDISCIPLINARY STUDIES,3006,Systems Science and Theory,"",06/11/14 08:42 AM,1990
301101,Gerontology,30,MULTI/INTERDISCIPLINARY STUDIES,3011,Gerontology,"",06/11/14 08:42 AM,2010
301299,"Historic Preservation and Conservation, Other",30,MULTI/INTERDISCIPLINARY STUDIES,3012,Historic Preservation and Conservation,"",06/11/14 08:42 AM,2010
301500,"Science, Technology and Society",30,MULTI/INTERDISCIPLINARY STUDIES,3015,"Science, Technology and Society","",06/11/14 08:42 AM,1990
301701,Behavioral Sciences,30,MULTI/INTERDISCIPLINARY STUDIES,3017,Behavioral Sciences,"",06/11/14 08:42 AM,2010
303101,Human Computer Interaction,30,MULTI/INTERDISCIPLINARY STUDIES,3031,Human Computer Interaction,New in 2010,06/11/14 08:42 AM,2010
309999,"Multi-/Interdisciplinary Studies, Other",30,MULTI/INTERDISCIPLINARY STUDIES,3099,"Multi/Interdisciplinary Studies, Other","",06/11/14 08:42 AM,2010
310100,"Parks, Recreation and Leisure Studies",31,"PARKS, RECREATION, LEISURE AND FITNESS STUDIES",3101,"Parks, Recreation and Leisure Studies","",06/11/14 08:42 AM,1990
330102,American Citizenship Education,33,CITIZENSHIP ACTIVITIES,3301,Citizenship Activities,"",06/11/14 08:42 AM,2010
340103,Personal Health Improvement and Maintenance,34,HEALTH-RELATED KNOWLEDGE AND SKILLS,3401,Health-Related Knowledge and Skills,"",06/11/14 08:42 AM,2010
