site_id,site_name,tid
749,"Carbonyl reductase [NADPH] 1, adh_short domain",101246
750,"Hypoxia-inducible factor 1-alpha inhibitor, Cupin_8 domain",101604
751,"Fibroblast growth factor receptor 1, Pkinase_Tyr domain",10266
752,"Cathepsin K, Peptidase_C1 domain",10496
753,"Butyrylcholinesterase, COesterase domain",10533
754,"Pepsin A, Asp domain",10617
755,"Neurokinin 2 receptor, 7tm_1 domain",10981
756,"MAP kinase-activated protein kinase 5, Pkinase domain",11105
757,"Phosphodiesterase 6A, PDEase_I domain",11250
758,"Receptor-type tyrosine-protein phosphatase beta, Y_phosphatase domain",11441
759,"C-C chemokine receptor type 1, 7tm_1 domain",11811
760,"Aldehyde reductase, Aldo_ket_red domain",12051
761,"Adenosine A1 receptor, 7tm_1 domain",12265
762,"Glutamate receptor ionotropic kainate 5, ANF_receptor domain",12547
763,"Kallikrein 5, Trypsin domain",12584
764,"Sodium/glucose cotransporter 1, SSF domain",12822
765,"Estradiol 17-beta-dehydrogenase 2, adh_short domain",13053
766,"Tyrosine-protein kinase SRC, Pkinase_Tyr domain",17033
767,"Bradykinin B1 receptor, 7tm_1 domain",20003
768,"HM74 nicotinic acid GPCR, 7tm_1 domain",100430
769,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase, EBP domain",100006
770,"C-C chemokine receptor type 2, 7tm_1 domain",100860
771,"Insulin-like growth factor 1 receptor, Pkinase_Tyr domain",100962
772,"Ephrin type-B receptor 2, Pkinase_Tyr domain",101390
773,"Cytochrome c oxidase subunit 1, COX1 domain",101416
774,"2,3-dihydroxybenzoate-AMP ligase, AMP-binding domain",101490
775,"Beta-lactamase, Beta-lactamase domain",103541
776,"Polyadenylate-binding protein 1, RRM_1 domain",103719
777,"Transient receptor potential cation channel subfamily V member 5, Ion_trans domain",103793
778,"Beta-lactamase SHV-1, Beta-lactamase2 domain",102599
779,"Aldo-keto reductase family 1 member C21, Aldo_ket_red domain",102817
780,"Protein tyrosine phosphatase type IVA 1, Y_phosphatase domain",103108
781,"Mineralocorticoid receptor, Hormone_recep domain",48
782,"Serotonin 1a (5-HT1a) receptor, 7tm_1 domain",51
783,"Voltage-gated potassium channel subunit Kv7.1, Ion_trans domain",10011
784,"T-cell protein-tyrosine phosphatase, Y_phosphatase domain",10258
785,"C-C chemokine receptor type 3, 7tm_1 domain",10548
786,"Platelet-derived growth factor receptor beta, Pkinase_Tyr domain",10574
787,"Phosphodiesterase 2A, PDEase_I domain",10594
788,"Proteinase-activated receptor 1, 7tm_1 domain",10653
789,"Uracil-DNA glycosylase, UDG domain",10777
790,"Tyrosine-protein kinase JAK3, Pkinase_Tyr domain",10849
791,"Nicotinate-nucleotide adenylyltransferase, CTP_transf_2 domain",103168
792,"Serotonin transporter, SNF domain",121
793,"Gamma-amino-N-butyrate transaminase, Aminotran_3 domain",153
794,"Histamine H2 receptor, 7tm_1 domain",10116
795,"Quinone reductase 2, Flavodoxin_2 domain",10170
796,"Glutamate receptor ionotropic, AMPA 3, ANF_receptor domain",10429
797,"Tyrosine-protein kinase SRC, Pkinase_Tyr domain",10434
798,"Acetylcholinesterase, COesterase domain",10437
799,"Delta opioid receptor, 7tm_1 domain",10526
800,"Serotonin 6 (5-HT6) receptor, 7tm_1 domain",10627
801,"Methionine aminopeptidase 1, Peptidase_M24 domain",10701
802,"Protein kinase C gamma, Pkinase domain",10880
803,"Tyrosine-protein kinase JAK2, Pkinase_Tyr domain",10938
804,"Matrix metalloproteinase 13, Peptidase_M10 domain",11024
805,"Sodium/hydrogen exchanger 1, Na_H_Exchanger domain",11097
806,"Bradykinin B1 receptor, 7tm_1 domain",11156
807,"Receptor-type tyrosine-protein phosphatase alpha, Y_phosphatase domain",11414
808,"MAP kinase ERK2, Pkinase domain",11638
809,"Leukocyte common antigen , Y_phosphatase domain",12088
810,"Cholecystokinin B receptor, 7tm_1 domain",13067
811,"Purine nucleoside phosphorylase, PNP_UDP_1 domain",17096
812,"Thymidine kinase 2, dNK domain",18082
813,"Prostaglandin D2 synthase, Lipocalin domain",19654
814,"Phosphodiesterase 9A, PDEase_I domain",20035
815,"Dopamine transporter, SNF domain",100029
816,"Gastric inhibitory polypeptide, Hormone_2 domain",101022
817,"Beta-lactamase ACC-4, Beta-lactamase domain",101151
818,"Outer membrane protein MIP, FKBP_C domain",103861
819,"Astrosclerin-3, Carb_anhydrase domain",104449
820,"Phosphoethanolamine/phosphocholine phosphatase, Put_Phosphatase domain",102747
821,"Glutamate carboxypeptidase II, Peptidase_M28 domain",184
822,"Dopamine D3 receptor, 7tm_1 domain",11430
823,"Protein-tyrosine phosphatase 1C, Y_phosphatase domain",11520
824,"Anandamide amidohydrolase, Amidase domain",12411
825,"Cyclin-dependent kinase 4, Pkinase domain",12946
826,"Tryptase, Trypsin domain",100793
827,"Tryptase alpha/beta-1, Trypsin domain",100798
828,"Serine/threonine-protein kinase PIM3, Pkinase domain",100855
829,"Sodium/hydrogen exchanger, Na_H_Exchanger domain",100978
830,"Macrophage-stimulating protein receptor, Pkinase_Tyr domain",104250
831,"Neuropeptides B/W receptor type 1, 7tm_1 domain",104430
832,"Ryanodine receptor 44F, Ion_trans domain",102392
833,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A, PDEase_I domain",102443
834,"NAD kinase, NAD_kinase domain",102454
835,"Arginase-1, Arginase domain",102561
836,"3-keto-steroid reductase, adh_short domain",102658
837,"Arginase-1, Arginase domain",103147
838,"NS5B, RdRP_3 domain",103553
839,"Beta-lactamase, Lactamase_B domain",103677
840,"Glucose-6-phosphate isomerase, PGI domain",104137
841,"MecA, Transpeptidase domain",102466
842,"Proline iminopeptidase, Abhydrolase_1 domain",102964
843,"Urotensin-2, Urotensin_II domain",103432
844,"Catechol O-methyltransferase, Methyltransf_3 domain",91
845,"Prostanoid EP4 receptor, 7tm_1 domain",262
846,"Folate transporter 1, Folate_carrier domain",10123
847,"NH(3)-dependent NAD(+) synthetase, NAD_synthase domain",10247
848,"AMP-activated protein kinase, beta-1 subunit, AMPKBI domain",10276
849,"Neurotensin receptor 1, 7tm_1 domain",10485
850,"Voltage-gated potassium channel subunit Kv1.3, Ion_trans domain",10553
851,"Neuronal acetylcholine receptor subunit alpha-3, Neur_chan_LBD domain",10669
852,"Carbonic anhydrase XIII, Carb_anhydrase domain",10989
853,"Melatonin receptor 1B, 7tm_1 domain",11085
854,"Squalene synthetase, SQS_PSY domain",11320
855,"Protein-tyrosine phosphatase 2C, Y_phosphatase domain",11523
856,"Sphingosine 1-phosphate receptor Edg-5, 7tm_1 domain",11562
857,"Caspase-1, Peptidase_C14 domain",11624
858,"Histone deacetylase 11, Hist_deacetyl domain",12021
859,"Protein kinase C delta, Pkinase domain",12247
860,"Vitamin D receptor, Hormone_recep domain",12752
861,"Fatty acid binding protein muscle, Lipocalin domain",20057
862,"Cathepsin K, Peptidase_C1 domain",20105
863,"Cytochrome P450 24A1, p450 domain",20134
864,"Receptor-interacting serine/threonine-protein kinase 1, Pkinase_Tyr domain",100990
865,"Tyrosinase, Tyrosinase domain",101158
866,"Solute carrier family 22 member 1, Sugar_tr domain",101283
867,"D-aspartate oxidase, DAO domain",101364
868,"Transient receptor potential cation channel subfamily M member 4, Ion_trans domain",103788
869,"Polycystic kidney disease 2-like 1 protein, PKD_channel domain",103799
870,"Beta-lactamase 2, Lactamase_B domain",104097
871,"Thymidylate synthase (EC 2.1.1.45) (TS) (TSase), Thymidylat_synt domain",104233
872,"Protoporphyrinogen oxidase, mitochondrial, Amino_oxidase domain",104384
873,"Glutamate receptor ionotropic, AMPA 2, ANF_receptor domain",12546
874,"Platelet-derived growth factor receptor alpha , Pkinase_Tyr domain",12627
875,"Gamma-amino-N-butyrate transaminase, Aminotran_3 domain",12748
876,"Serine/threonine-protein kinase Aurora-C, Pkinase domain",20171
877,"Serine/threonine-protein kinase PAK6, Pkinase domain",30040
878,"Beta-lactamase L1, Lactamase_B domain",100804
879,"Serine/threonine-protein kinase WEE1, Pkinase domain",100098
880,"Homeodomain-interacting protein kinase 3, Pkinase domain",100853
881,"Maternal embryonic leucine zipper kinase, Pkinase domain",100854
882,"IMI-1, Beta-lactamase2 domain",101117
883,"Farnesyltransferase, putative, SQS_PSY domain",101118
884,"Purine nucleoside phosphorylase, PNP_UDP_1 domain",101267
885,"Fatty acid desaturase 1, FA_desaturase domain",101308
886,"Mitogen-activated protein kinase kinase kinase 14, Pkinase domain",101365
887,"Type-2 restriction enzyme PstI, BsuBI_PstI_RE domain",101518
888,"Phospholipase A2, membrane associated, Phospholip_A2_1 domain",101540
889,"Serine/threonine-protein kinase MST4, Pkinase domain",101613
890,"Bifunctional protein NCOAT, NAGidase domain",102728
891,"Urokinase-type plasminogen activator, Trypsin domain",102950
892,"Farnesyl diphosphate synthase, polyprenyl_synt domain",102986
893,"Thyroid hormone receptor beta-1, Hormone_recep domain",271
894,"Adenosine A2b receptor, 7tm_1 domain",278
895,"Serotonin 1b (5-HT1b) receptor, 7tm_1 domain",106
896,"Dopamine D5 receptor, 7tm_1 domain",220
897,"Orexin receptor 1, 7tm_1 domain",10009
898,"Vesicular acetylcholine transporter, MFS_1 domain",10059
899,"Serotonin 7 (5-HT7) receptor, 7tm_1 domain",10209
900,"Protein kinase C zeta, Pkinase domain",10216
901,"Phosphodiesterase 5A, PDEase_I domain",10602
902,"Serotonin 5a (5-HT5a) receptor, 7tm_1 domain",10624
903,"Beta-1 adrenergic receptor, 7tm_1 domain",10728
904,"Liver glycogen phosphorylase, Phosphorylase domain",10767
905,"Urotensin II receptor, 7tm_1 domain",10928
906,"Carbonic anhydrase IV, Carb_anhydrase domain",11035
907,"Histone deacetylase 5, Hist_deacetyl domain",11234
908,"Retinoic acid receptor gamma, Hormone_recep domain",11403
909,"Group X secretory phospholipase A2, Phospholip_A2_1 domain",11500
910,"Fatty acid synthase, adh_short domain",11535
911,"Protein kinase C eta, Pkinase domain",11716
912,"Cyclin-dependent kinase 1, Pkinase domain",12071
913,"GABA transporter 3, SNF domain",11118
914,"Monoamine oxidase B, Amino_oxidase domain",12239
915,"Protein kinase C alpha , Pkinase domain",12504
916,"Endothelin receptor ET-A, 7tm_1 domain",12569
917,"NAD-dependent histone deacetylase SIR2, SIR2 domain",12644
918,"Catechol O-methyltransferase, Methyltransf_3 domain",12654
919,"TGF-beta receptor type I, Pkinase domain",13004
920,"Sodium/glucose cotransporter 2, SSF domain",20092
921,"Dual specificty protein kinase CLK1, Pkinase domain",30013
922,"Histone deacetylase, Hist_deacetyl domain",100323
923,"Glutamate racemase, Asp_Glu_race domain",101103
924,"Beta-lactamase OXA-10, Transpeptidase domain",101210
925,"Dual specificity protein kinase CLK3, Pkinase domain",102832
926,"Endothelin receptor ET-A, 7tm_1 domain",249
927,"Retinoic acid receptor beta, Hormone_recep domain",270
928,"Carbonic anhydrase I, Carb_anhydrase domain",10193
929,"Prostanoid EP2 receptor, 7tm_1 domain",10614
930,"Ribosomal protein S6 kinase alpha 1, Pkinase domain",10929
931,"Motilin receptor, 7tm_1 domain",11061
932,"Acyl coenzyme A:cholesterol acyltransferase 2, MBOAT domain",11204
933,"Focal adhesion kinase 1, Pkinase_Tyr domain",11242
934,"Renin, Asp domain",12131
935,"GABA receptor alpha-2 subunit, Neur_chan_LBD domain",17065
936,"Kappa opioid receptor, 7tm_1 domain",17084
937,"Histone deacetylase , Hist_deacetyl domain",17128
938,"CaM kinase I alpha, Pkinase domain",19907
939,"Group X secretory phospholipase A2, Phospholip_A2_1 domain",100464
940,"Probable low molecular weight protein-tyrosine-phosphatase, LMWPc domain",100602
941,"Voltage-gated T-type calcium channel alpha-1G subunit, Ion_trans domain",100100
942,"Cathepsin B, Peptidase_C1 domain",101105
943,"Solute carrier family 22 member 6, Sugar_tr domain",101272
944,"NUAK family SNF1-like kinase 1, Pkinase domain",101332
945,"Amiloride-sensitive cation channel 1, neuronal, ASC domain",103786
946,"Nicotinamide phosphoribosyltransferase, NAPRTase domain",104106
947,"Thymidine kinase, Herpes_TK domain",104208
948,"Arginase, Arginase domain",104229
949,"Syk protein, Pkinase_Tyr domain",104402
950,"Carbonic anhydrase, Pro_CA domain",102464
951,"Placenta growth factor, PDGF domain",103950
952,"Thymidylate synthase, Thymidylat_synt domain",102440
953,"Cysteine synthase, PALP domain",102616
954,"Voltage-gated T-type calcium channel alpha-1H subunit, Ion_trans domain",4
955,"Myosin light chain kinase, smooth muscle, Pkinase domain",10250
956,"Matrix metalloproteinase 13, Peptidase_M10 domain",10351
957,"Neuropeptide Y receptor type 1, 7tm_1 domain",10352
958,"Angiotensin-converting enzyme, Peptidase_M2 domain",10438
959,"Mu opioid receptor, 7tm_1 domain",10529
960,"Phospholipase A2 group IIA, Phospholip_A2_1 domain",10584
961,"Voltage-gated L-type calcium channel alpha-1C subunit, Ion_trans domain",10514
962,"Sphingosine 1-phosphate receptor Edg-6, 7tm_1 domain",10809
963,"Protein kinase N2, Pkinase domain",10842
964,"Tyrosine-protein kinase JAK1 , Pkinase_Tyr domain",10919
965,"Vasopressin V2 receptor, 7tm_1 domain",10930
966,"Matrix metalloproteinase 14, Peptidase_M10 domain",11154
967,"Histone deacetylase 2, Hist_deacetyl domain",11206
968,"Ectonucleoside triphosphate diphosphohydrolase 1, GDA1_CD39 domain",11228
969,"Betaine transporter, SNF domain",11446
970,"11-beta-hydroxysteroid dehydrogenase 1, adh_short domain",11489
971,"Mitogen-activated protein kinase kinase kinase 10, Pkinase_Tyr domain",11873
972,"C-C chemokine receptor type 5, 7tm_1 domain",12406
973,"Alpha-1b adrenergic receptor, 7tm_1 domain",12474
974,"Glutamate receptor ionotropic kainate 4, ANF_receptor domain",12572
975,"Matrix metalloproteinase 10, Peptidase_M10 domain",12593
976,"Prostanoid DP receptor, 7tm_1 domain",12659
977,"Endothelin receptor ET-A, 7tm_1 domain",12789
978,"Androgen Receptor, Hormone_recep domain",12832
979,"Penicillin-binding protein 2, Transpeptidase domain",19657
980,"Serine/threonine-protein kinase PAK7, Pkinase domain",30044
981,"Aldo-keto-reductase family 1 member C3, Aldo_ket_red domain",100481
982,"Hydroxycarboxylic acid receptor 2, 7tm_1 domain",100579
983,"Dihydroorotate dehydrogenase, DHO_dh domain",100588
984,"Dipeptidyl peptidase II, Peptidase_S28 domain",100042
985,"Beta-lactamase OXA-1, Transpeptidase domain",100177
986,"Group IID secretory phospholipase A2, Phospholip_A2_1 domain",101008
987,"Dihydrofolate reductase, DHFR_1 domain",101197
988,"Amiloride-sensitive cation channel 3, ASC domain",101320
989,"Glutamate racemase, Asp_Glu_race domain",101429
990,"Ceramide glucosyltransferase, Glyco_transf_21 domain",286
991,"Lysosomal Pro-X carboxypeptidase, Peptidase_S28 domain",10331
992,"C3a anaphylatoxin chemotactic receptor, 7tm_1 domain",10785
993,"Aldehyde dehydrogenase, Aldedh domain",11487
994,"Nuclear factor NF-kappa-B p105 subunit, RHD domain",11531
995,"GABA transporter 1, SNF domain",13076
996,"Beta-lactamase class C, Beta-lactamase domain",17117
997,"Guanine nucleotide-binding protein G(o), alpha subunit 1, G-alpha domain",100302
998,"Carbonic anhydrase 1, Pro_CA domain",100679
999,"Dihydrofolate reductase, DHFR_1 domain",100036
1000,"Sphingosine-1-phosphate lyase 1, Pyridoxal_deC domain",101261
1001,"Dual specificity mitogen-activated protein kinase kinase 1, Pkinase domain",101583
1002,"ADC-14 protein, Beta-lactamase domain",103867
1003,"Solute carrier family 22 member 12, Sugar_tr domain",102942
1004,"Farnesyl synthetase, putative, polyprenyl_synt domain",102989
1005,"Norepinephrine transporter, SNF domain",100
1006,"Serotonin 1f (5-HT1f) receptor, 7tm_1 domain",279
1007,"Phospholipase A2 group 1B, Phospholip_A2_1 domain",10013
1008,"Bcl2-antagonist of cell death (BAD), Bcl-2_BAD domain",10032
1009,"Dihydrofolate reductase, DHFR_1 domain",10460
1010,"Serine/threonine-protein kinase Chk2, Pkinase domain",10531
1011,"Cytochrome P450 51, p450 domain",10741
1012,"Serine/threonine-protein kinase RAF, Pkinase_Tyr domain",10904
1013,"Tyrosine-protein kinase SYK, Pkinase_Tyr domain",10906
1014,"Phenylethanolamine N-methyltransferase, NNMT_PNMT_TEMT domain",10911
1015,"Muscarinic acetylcholine receptor M1, 7tm_1 domain",61
1016,"Prostanoid EP2 receptor, 7tm_1 domain",142
1017,"Voltage-gated L-type calcium channel alpha-1C subunit, Ion_trans domain",169
1018,"Scytalone dehydratase , Scytalone_dh domain",10109
1019,"Cytochrome P450 1B1, p450 domain",10147
1020,"S-methyl-5-thioadenosine phosphorylase, PNP_UDP_1 domain",10201
1021,"Retinoic acid receptor beta, Hormone_recep domain",10300
1022,"Histamine H4 receptor, 7tm_1 domain",10360
1023,"Muscarinic acetylcholine receptor M2, 7tm_1 domain",10439
1024,"Dihydrofolate reductase, DHFR_1 domain",10458
1025,"Phospholipase A2 (Bee), Phospholip_A2_2 domain",10813
1026,"Melanocortin receptor 4, 7tm_1 domain",11005
1027,"Mineralocorticoid receptor, Hormone_recep domain",11010
1028,"MAP kinase-activated protein kinase 2, Pkinase domain",11082
1029,"Histone deacetylase 3, Hist_deacetyl domain",11208
1030,"Fructose-1,6-bisphosphatase, FBPase domain",11415
1031,"Dopamine D2 receptor, 7tm_1 domain",11426
1032,"Estradiol 17-beta-dehydrogenase 3, adh_short domain",11488
1033,"C-C chemokine receptor type 2, 7tm_1 domain",11575
1034,"Adenosine A2a receptor, 7tm_1 domain",11736
1035,"Vascular endothelial growth factor receptor 3, Pkinase_Tyr domain",11752
1036,"Fibroblast growth factor receptor 3, Pkinase_Tyr domain",11926
1037,"Caspase-6, Peptidase_C14 domain",12013
1038,"Neuropeptide Y receptor type 5, 7tm_1 domain",12169
1039,"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase, Glyco_transf_29 domain",12856
1040,"Plasmepsin 2, Asp domain",18046
1041,"Group IIF secretory phospholipase A2, Phospholip_A2_1 domain",100928
1042,"Aldo-keto reductase family 1 member C1, Aldo_ket_red domain",101600
1043,"Transmembrane protease serine 11D, Trypsin domain",104218
1044,"Glycogen synthase kinase-3 beta, Pkinase domain",103169
1045,"FK506-binding protein 1A, FKBP_C domain",80
1046,"Serotonin 2c (5-HT2c) receptor, 7tm_1 domain",108
1047,"Coagulation factor IX, Trypsin domain",193
1048,"Muscarinic acetylcholine receptor M4, 7tm_1 domain",214
1049,"Neurokinin 1 receptor, 7tm_1 domain",250
1050,"Histone deacetylase 6, Hist_deacetyl domain",11307
1051,"Dopamine D2 receptor, 7tm_1 domain",11427
1052,"Acyl coenzyme A:cholesterol acyltransferase, COesterase domain",11627
1053,"Histone deacetylase 9, Hist_deacetyl domain",11797
1054,"C-C chemokine receptor type 3, 7tm_1 domain",12405
1055,"Sodium channel protein type IV alpha subunit, Ion_trans domain",12605
1056,"Phospholipase A2 group 1B, Phospholip_A2_1 domain",12651
1057,"Cyclooxygenase-1, An_peroxidase domain",17047
1058,"Beta-lactamase, Beta-lactamase domain",18040
1059,"Monoglyceride lipase, Abhydrolase_6 domain",100193
1060,"Apoptosis regulator Bcl-2, Bcl-2 domain",100304
1061,"GABA transporter 4, SNF domain",100341
1062,"Fructose-bisphosphate aldolase A, Glycolytic domain",100663
1063,"Orotidine phosphate decarboxylase, OMPdecase domain",100774
1064,"Rhodesain, Peptidase_C1 domain",100063
1065,"Sn1-specific diacylglycerol lipase beta, Lipase_3 domain",101223
1066,"Peptide deformylase, Pep_deformylase domain",101544
1067,"Histone deacetylase, Hist_deacetyl domain",103637
1068,"Dehydrogenase/reductase SDR family member 9, adh_short domain",102916
1069,"Purine nucleoside phosphorylase, PNP_UDP_1 domain",103463
1070,"Oxoeicosanoid receptor 1, 7tm_1 domain",103780
1071,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A, PDEase_I domain",104206
1072,"Proton-coupled folate transporter, MFS_1 domain",104268
1073,"Serpin H1, Serpin domain",103442
1075,"Epoxide hydrolase 1, Abhydrolase_1 domain",38
1076,"Serotonin 4 (5-HT4) receptor, 7tm_1 domain",168
1077,"Insulin-like growth factor I receptor, Pkinase_Tyr domain",234
1078,"Adenosine A3 receptor, 7tm_1 domain",280
1079,"Hypoxanthine-guanine phosphoribosyltransferase, Pribosyltran domain",10150
1080,"MAP kinase p38 alpha, Pkinase domain",10188
1081,"Fibroblast growth factor receptor 2, Pkinase_Tyr domain",10264
1082,"Neuropeptide Y receptor type 2, 7tm_1 domain",10477
1083,"Protein kinase C delta, Pkinase domain",10876
1084,"Caspase-4, Peptidase_C14 domain",11089
1085,"Ghrelin receptor, 7tm_1 domain",11536
1086,"Chymotrypsin C, Trypsin domain",11685
1087,"Matrix metalloproteinase 12, Peptidase_M10 domain",11871
1088,"Nerve growth factor receptor Trk-A, Pkinase_Tyr domain",11902
1089,"Adenosine deaminase, A_deaminase domain",12159
1090,"Tripeptidyl aminopeptidase, Peptidase_S8 domain",12998
1091,"Kallikrein 1, Trypsin domain",13005
1092,"cAMP-dependent protein kinase alpha-catalytic subunit, Pkinase domain",19650
1093,"Fibonectin-binding protein C, Esterase domain",100216
1094,"Sortase, Sortase domain",100929
1095,"Placenta growth factor, PDGF domain",103949
1096,"Falcipain 2, Peptidase_C1 domain",103951
1097,"Receptor protein-tyrosine kinase erbB-2, Pkinase_Tyr domain",12475
1098,"Quinone reductase 1), Flavodoxin_2 domain",13055
1099,"DNA polymerase gamma subunit 1, DNA_pol_A domain",13074
1100,"Caspase-10, Peptidase_C14 domain",20159
1101,"Melanin-concentrating hormone receptor 2, 7tm_1 domain",20162
1102,"UDP-glucuronosyltransferase 2B7, UDPGT domain",100637
1103,"Bile acid transporter, SBF domain",100159
1104,"Acyl-CoA desaturase 1, FA_desaturase domain",100984
1105,"Solute carrier family 2, facilitated glucose transporter member 1, Sugar_tr domain",101112
1106,"D-amino-acid oxidase, DAO domain",101213
1107,"D-amino-acid oxidase, DAO domain",101319
1108,"Carbonic anhydrase 15, Carb_anhydrase domain",101402
1109,"Serine/threonine-protein kinase PLK2, Pkinase domain",101610
1110,"Heat shock protein beta-1, HSP20 domain",101621
1111,"2-dehydro-3-deoxyphosphooctonate aldolase, DAHP_synth_1 domain",104429
1112,"Low molecular weight phosphotyrosine protein phosphatase, LMWPc domain",102567
1113,"Beta-lactamase SCO-1, Beta-lactamase2 domain",102596
1114,"Serine/threonine-protein kinase 12, Pkinase domain",102822
1115,"Thrombin, Trypsin domain",102862
1116,"Alpha carbonic anhydrase, Carb_anhydrase domain",102979
1117,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",175
1118,"Succinate semialdehyde dehydrogenase, Aldedh domain",283
1119,"Beta-1,3-glucan synthase, Glucan_synthase domain",330
1120,"Melanocortin receptor 4, 7tm_1 domain",10058
1121,"Caspase-3, Peptidase_C14 domain",10131
1122,"Carbonic anhydrase II, Carb_anhydrase domain",15
1123,"Monoamine oxidase A, Amino_oxidase domain",86
1124,"3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I, 3Beta_HSD domain",241
1125,"Neuropeptide Y receptor type 4, 7tm_1 domain",10143
1126,"Synaptic vesicular amine transporter, MFS_1 domain",10309
1127,"Bradykinin B2 receptor, 7tm_1 domain",10402
1128,"Sodium channel protein type III alpha subunit, Ion_trans domain",10560
1129,"Neurokinin 1 receptor, 7tm_1 domain",10685
1130,"Tyrosine-protein kinase JAK1 , Pkinase_Tyr domain",10920
1131,"Synaptic vesicular amine transporter, MFS_1 domain",11009
1132,"11-beta-hydroxysteroid dehydrogenase 2, adh_short domain",11490
1133,"Cathepsin H, Peptidase_C1 domain",11567
1134,"Sialidase 3, BNR_2 domain",11652
1135,"Tyrosine-protein kinase FYN, Pkinase_Tyr domain",11755
1136,"Phosphoenolpyruvate carboxykinase cytosolic, PEPCK domain",11909
1137,"Melanocortin receptor 3, 7tm_1 domain",11004
1138,"Aldehyde reductase, Aldo_ket_red domain",11600
1139,"Tyrosine-protein kinase ABL, Pkinase_Tyr domain",11802
1140,"Adenosine A3 receptor, 7tm_1 domain",12171
1141,"MAP kinase p38 beta, Pkinase domain",12506
1142,"Histone deacetylase 8, Hist_deacetyl domain",12733
1143,"Beta-lactamase, Beta-lactamase domain",12802
1144,"Cholecystokinin A receptor, 7tm_1 domain",12824
1145,"Metabotropic glutamate receptor 1, ANF_receptor domain",12894
1146,"Acyl coenzyme A:cholesterol acyltransferase 1, MBOAT domain",12920
1147,"Isoprenylcysteine carboxyl methyltransferase, ICMT domain",100309
1148,"Vitamin D receptor, Hormone_recep domain",100143
1149,"Arylamine N-acetyltransferase, Acetyltransf_2 domain",101558
1150,"Low affinity sodium-glucose cotransporter, SSF domain",104139
1151,"Inorganic polyphosphate/ATP-NAD kinase, NAD_kinase domain",102453
1152,"Beta-lactamase, Beta-lactamase domain",102468
1153,"Alpha-2a adrenergic receptor, 7tm_1 domain",52
1154,"Dopamine D4 receptor, 7tm_1 domain",90
1155,"Serotonin 2b (5-HT2b) receptor, 7tm_1 domain",227
1156,"Melanocortin receptor 4, 7tm_1 domain",10142
1157,"Glycogen synthase kinase-3 beta, Pkinase domain",10197
1158,"Trypsin, Trypsin domain",10444
1159,"Bombesin receptor subtype-3, 7tm_1 domain",10679
1160,"Neuromedin B receptor, 7tm_1 domain",10985
1161,"Anandamide amidohydrolase, Amidase domain",11291
1162,"Liver glycogen phosphorylase, Phosphorylase domain",11442
1163,"Muscarinic acetylcholine receptor M1, 7tm_1 domain",11780
1164,"Angiotensin II type 1a (AT-1a) receptor, 7tm_1 domain",12806
1165,"Androgen Receptor, Hormone_recep domain",12831
1166,"Secreted effector protein, Y_phosphatase domain",18014
1167,"Ephrin type-A receptor 7, Pkinase_Tyr domain",30027
1168,"Guanine nucleotide-binding protein G(i), alpha-1 subunit, G-alpha domain",100300
1169,"Ephrin type-B receptor 3, Pkinase_Tyr domain",100416
1170,"Sigma-1 receptor, ERG2_Sigma1R domain",100459
1171,"Branched-chain-amino-acid transferase, Aminotran_4 domain",100477
1172,"Serine/threonine-protein kinase B-raf, Pkinase_Tyr domain",100126
1173,"Beta-lactamase, Beta-lactamase2 domain",101195
1174,"Prostanoid FP receptor, 7tm_1 domain",101252
1175,"Legumain, Peptidase_C13 domain",104462
1176,"Neuraminidase, Neur domain",102438
1177,"Thymidine kinase, Herpes_TK domain",102582
1178,"Glycoprotein G, HN domain",102387
1179,"Mitogen-activated protein kinase 1, Pkinase domain",102397
1180,"Polyamine oxidase, Amino_oxidase domain",102436
1181,"G protein-coupled receptor 44, 7tm_1 domain",103038
1182,"Bombesin receptor subtype-3, 7tm_1 domain",103071
1183,"Vasopressin V1a receptor, 7tm_1 domain",134
1184,"Cysteinyl leukotriene receptor 1, 7tm_1 domain",179
1185,"Dihydrofolate reductase, DHFR_1 domain",10094
1186,"Caspase-2, Peptidase_C14 domain",10187
1187,"Galanin receptor 1, 7tm_1 domain",10190
1188,"Macrophage migration inhibitory factor, MIF domain",10200
1189,"Serine/threonine-protein kinase MST2, Pkinase domain",10277
1190,"11-beta-hydroxysteroid dehydrogenase 1, adh_short domain",10328
1191,"Cannabinoid CB1 receptor, 7tm_1 domain",10502
1192,"Serine/threonine-protein kinase AKT2, Pkinase domain",10695
1193,"Lysophosphatidic acid receptor Edg-2, 7tm_1 domain",10808
1194,"Alpha-1a adrenergic receptor, 7tm_1 domain",10651
1195,"Protein kinase C mu, Pkinase domain",10903
1196,"Beta-chymotrypsin, Trypsin domain",10909
1197,"Dopamine D1 receptor, 7tm_1 domain",11104
1198,"Cyclooxygenase-2, An_peroxidase domain",11346
1199,"Cathepsin E, Asp domain",11722
1200,"Melanocortin receptor 1, 7tm_1 domain",11869
