"short_subject_offered_summary.csv"
"string.csv"
"string","(\d\W\w-\d\d-\d\d\d\d$,15.0)|(\W\w\d\W\W\d\w\w\d\w\w\d*\d\d\d*\d\d\d\d\d*\d\d\d\d\d\d\d\d\d*\d\d\d\d\d\d*\d\d\d\d\d\d\d\d$,11.0)|(**************\W\W\w\w\d\W\W\W\W$,2.0)|(\w*********************\W*\d&;#;$,12.0)|(\d\W\w\W\W*\d\d*\W\w\w\d\w*\w\d\w\W\w\w*\w\W\W\W\w\W\w\W*\w\w\w\W\W*\w\W\w\W\w\W\W\w\w\W\w\W`!$,7.0)|(\d****\d*************\w\d\w\w\d\d\w\w\d\w\w\w\w\w\w\d\w\w\w\d\d\d\d\d\w\d\d\w\w\w\w\w\d\d\d\w\w\w\d\d\w\w\w\d\d\w\w\d\w\w\d\w\w\w\w\w\w\w\w\w\d\w\d\w\w\w\w\d\w\w\d\w\d\d\w*\w\w*\w\w\w\w*\d\w\w\d\w*\d\w\w\w\d*\d\d\d\d\w\w*\w\w\w*\w\w\w\w\w\w*\w\w\w\w\w\w\w*\w\w*\d\w\d\w\d*\w\d\w\w\w\w$,17.0)|(\d\W\d\W\d\W\W************\d*\d\d\d\d\d*\d\d*\d$,15.0)"
"date-time.csv"
"date-time","(\d\d*\d\d*\d\d\d\d:$,32.0)|(\d**\d\d*\d\d\d\d$,2.0)|(\d\d\d\d/\d\d$,3.0)|(\d\d*\d\d*\d\d\d\d  $,58.0)|(\d\d\d*\d\d\d\d--$,14.0)|(**********\d\d\d\d$,2.0)|(\d\d*\d\d\d\d.$,8.0)"
"dates.csv"
"dates","(\d\d\d\d-\d\d-\d\d$,55.0)|(\d\d\d\d-\d\d-\d\d$,30.0)|(\d\d\d\d-\d\d-\d\d$,40.0)|(\d\d\d\d-\d\d-\d\d$,60.0)|(\d\d\d\d-\d\d-\d\d$,56.0)|(\d\d\d\d-\d\d-\d\d$,29.0)|(\d\d\d\d-\d\d-\d\d$,31.0)"
"public.binding_sites.csv"
"site_id","(\d\d\d\d$,60.0)|(\d\d\d$,901.0)|(\d\d\d\d$,59.0)|(\d\d\d$,398.0)|(\d\d\d$,394.0)|(\d\d\d$,481.0)|(\d\d\d$,663.0)"
"site_name","(*\w********\w*\d\d \w\w** \w\w\w\w\w\w\w$,4.0)|(\W\w\w\w\w \w\w\w\w\w\w\w \w\w\w\w*\w\w\w*$,136.0)|(\W\W\w*\w\w***\w\w\w \W*$,1608.0)|(\W\w\w\w\w\w\w\w\w\w \w\w*\w*\w\w*\w\w\w\w\w \w\w**\w**\w$,99.0)|(\W\w\w\w\w*\w***** \w\w\w\w\w\w\w\w,* \w\w\w\w\w\w\w\w_ *\w\w$,135.0)|(\W\w\w\w\w\w\w\w\w\w\w\w\w\w\w\w \w\w\w**\w***** \w\w\w$,950.0)|(**********\w*\d\d \w\w** \w\w\w\w\w\w\w$,4.0)"
"tid","(\d*\d$,86.0)|(\d\d$,1904.0)|(\d\d\d\d\d$,234.0)|(\d\d\d\d\d$,172.0)|(\d\d\d\d\d$,165.0)|(\d\d\d\d\d$,201.0)|(\d\d\d\d\d*$,174.0)"
"email.csv"
"email","(*******@\W\w\W\d\W\W\W[***\w\W\w\w\w.\d*.**\d\w.*\w\w\d*\d\W\w\w\w]\W$,2.0)|(\w\w\w\W\W\w\w\w\w\w\w\W\w\w\W\w\w\w\W\d\W\w\W\d-\W\w\W\W\w\d\d\w\W\w\W\w\w\w\w\W\w\W\W\W\W\W\W\w\d@\w\d\d\w\w\W\W\W\W\d\W\W\w\W\d\d\d\d\W.\w\d\W\w\w\W$,4.0)|(\w****@\d\d\W\w\W\W**\W\d.\w\W\w\W\w\w\d\w\W\w\W\d\W\W\w\W\W\W\W\W\w\w\d$,8.0)|(\W\w\d\W\W\w\w\W\w\w\w\w@\W\d\W\w\d.\w\W\w\W\d\W\W$,2.0)|(\W\d\w*\w\w\d\w\W@\W\w\w\W*\w\w\W\W\w\w\w\W\W.\W\W*****\W*\W\W\w\W*\d\W\d\d\W\w\w\w\w\w\d$,6.0)|(\d\W\w**\d****\W\w\w**\w_\d\d\W\d\W\W\d\W\W\d@\d\W\W\w\w\W\W\w\d\W-\w-\d\W\W\w\W\d.\W\d\W\d_\W\w\w\W...-.$,3.0)|(\W\W.\w*\W\W\W\W@*\W**\w*.\W\W\d\w\w\W\W\W\d\W.\d\w\w\W\w\w$,5.0)"
"number.csv"
"number","(\d\d\d\d\d\d\d$,1.0)|(*\d\d\d\d\d\d\d\d\d.$,18.0)|(*\d\d\d\d\d\d\d\d\d\d\d\d\d\d.\d\d\d\d\d\d\d\d\d\d$,4.0)|(*\d\d\d\d\d\d\d\d\d\d$,2.0)|(*\d\d\d\d\d*\d\d\d\d\d\d\d\d\d\d*\d\d\d\d\d\d\d\d\d\d\d\d\d\d\d\d\d\d\d$,69.0)|(*\W*\w\W\d\w\W\d\d\d\d\d+$,7.0)|(\d\d\d\d\d\d\d\d\d\d$,1.0)"
"Cip.csv"
"Program Code","(\d\d\d\d\d\d$,502.0)|(\d\d\d\d\d\d$,351.0)|(\d\d\d\d\d\d$,213.0)|(\d\d\d\d\d\d$,458.0)|(\d\d\d\d\d\d$,315.0)|(\d\d\d\d\d\d$,318.0)|(\d\d\d\d\d\d$,333.0)"
"Program Title","(*\w\w\w\w\w\w\w\w\w\w\w\w*\W\w\w\w\w\w\w\w**\W\w\w\w\w**\w\w\w*\W\w\w*\W\w\w$,14.0)|(\W\w\w\w \W\w\w*\w\w\w\w\w\w\w$,1037.0)|(\W\w\w\w\w\w\w\w \w\w\w\w\w\w\w\w$,1110.0)|(\W\w\w\w\w\w\w****\W\w\w\w\w*\w\w\w*\W\w\w\w\w\w$,63.0)|(\W\w\w\w\w*\w\w*\W\w\w\w\w\w\w \w\w\w\w\w\w\w\w\w\w$,161.0)|(\W\w\w\w\w\w\w**\w\w\w\w\w\w\w\w*\W\w\w\w\w\w\w\w\w\w\w\w\w\w \W\w\w\w\w\w\w\w\w$,52.0)|(\W\w\w\w\w**** \W\w*****\w\w\w*$,52.0)"
"Category Code","(\d\d$,459.0)|(\d\d$,209.0)|(\d\d$,331.0)|(\d\d$,339.0)|(\d\d$,497.0)|(\d\d$,281.0)|(\d\d$,392.0)"
"Category Title","(\W\W\W\w\w\w\w\w\w \W\W\W\W\W\W\W\W\W\W\W$,136.0)|(\W\W\W\W\W\W*\W\W\W\W\W\W\W\W\W\W\W*\W\W\W*\W\W\W\W\W\W\W*\W\W\W\W\W\W\W\W$,13.0)|(\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W*\W\W\W*\W\W\W\W\W\W\W*\W\W\W\W\W\W\W\W$,13.0)|(\W\W\W\W\W\W\W\W\W\W \W\W\W\W\W\W\W\W\W\W\W\W\W$,96.0)|(\W\W\W\W \W\W\W\W\W\W\W\W$,2099.0)|(\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W*\W\W\W*\W\W\W\W\W\W\W*\W\W\W\W\W\W\W\W$,26.0)|(\W\W\W\W\w\W\w\W\W\W\W *\W*****\W\W\W\W\W$,107.0)"
"Four Digit Code","(\d\d\d\d$,484.0)|(\d\d\d\d$,317.0)|(\d\d\d\d$,285.0)|(\d\d\d\d$,359.0)|(\d\d\d\d$,339.0)|(\d\d\d\d$,287.0)|(\d\d\d\d$,420.0)"
"Four Digit Title","(\W\w\w\w\w*\W\w\w\w\w\w\w\w\w\w\w\w\w*\w\w\w*\W\w\w\w\w*\W\w\w\w\w\w\w\w\w\w$,5.0)|(\W\w\w\w\w\w\w\w\w\w\w\w**\W\W**\W\W\W*$,5.0)|(\W\w\w\w\w\w*** \W\w\w\w\w\w\w\w\w\w$,27.0)|(\W\w\w\w\w\w\w\w*\W\w\w\w\w\w\w \W\w\w\w\w\w\w\w\w\w$,68.0)|(\W\w\w\w\w\w\w\w*\W\w\w\w\w\w\w\w\w\w\w \W\w\w\w\w\w\w$,606.0)|(\W\w\w\w\w\w\w\w\w \W\w\w\w\w\w$,84.0)|(\W\w\w\w\w\w $,1693.0)"
"Note","(\W\w\w \w\w \d\d\d\d.$,307.0)|(\W\w\w \w\w \d\d**$,71.0)|(\W\w\w\w\w \w\w\w\w \d\W*\d\d\d\d$,51.0)|(\W\w\w \w\w \d\d*\d$,21.0)|(\W\w\w \w\w \d\d\d\d$,38.0)|(\W\w\w \w\w \d\d\d\d$,29.0)|(\W\w\w \w\w \W\d\d\d$,69.0)"
"Warehouse Load Date","(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,456.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,288.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,244.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,367.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,419.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,408.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,308.0)"
"Version","(\d\d\d\d$,327.0)|(\d\d\d\d$,452.0)|(\d\d\d\d$,384.0)|(\d\d\d\d$,254.0)|(\d\d\d\d$,420.0)|(\d\d\d\d$,416.0)|(\d\d\d\d$,247.0)"
"code-markup.csv"
"markup/code","(\w\w\w\w&**\w\w\w***\w\w\w\d\d\W\w\W;\W*\W\w*\w\d\d<*****\w\w\d*\w\W\w\d\W\w\w\w\w*\w\W\w\w\W\w*\W\w\d@**\W*\d*\W\w\w\w\W\W\w*\w\w\w\w*\W!\d\W\W\w*\w!\w\w\W\d\W\W\W\W\w*\w\W\W\W\w`+\W\W\w\w\d\d=\w\W\w.\W\W\w\W\W'\w\W>,\w\w\W(\w\W\w\d\W+&\w\w\W\W\W;\w\d\w\w\w\w\d\W$,7.0)|(\W\W\w\d\W\w\W&;'&;$,5.0)|(***\W\w*\w       =&;#&;$,3.0)"
