"short_subject_offered_summary.csv"
"date-time","(\W\w\w\w\w\w\w\w\w$,1.0)|(\d\d*\d\d\d\d.$,25.0)|(\d\d.**\d\d\d\d/$,19.0)|(\d\d\d\d\d\d\d\d$,1.0)|(\d**\d\d*\d\d\d\d-:$,10.0)|(\d\d*\d\d*\d\d\d\d.. :$,25.0)|(\d\d**/\d\d/\d\d*\d\d*\d\d*\d\d$,38.0)"
"dates.csv"
"dates","(\d\d\d\d-\d\d-\d\d$,65.0)|(\d\d\d\d-\d\d-\d\d$,14.0)|(\d\d\d\d-\d\d-\d\d$,36.0)|(\d\d\d\d-\d\d-\d\d$,17.0)|(\d\d\d\d-\d\d-\d\d$,50.0)|(\d\d\d\d-\d\d-\d\d$,64.0)|(\d\d\d\d-\d\d-\d\d$,54.0)"
"public.binding_sites.csv"
"site_id","(\d\d\d$,505.0)|(\d\d\d\d$,94.0)|(\d\d\d$,485.0)|(\d\d\d$,471.0)|(\d\d\d$,397.0)|(\d\d\d$,433.0)|(\d\d\d$,552.0)"
"site_name","(\W\w\w\w****\w\w-\w\w\w\w\w\w\w\w\w\w\w\w \d******\w\w ******\w\w,\w\w\w\w\w _\W\w\w\w\w\w\w \w\w\w\w\w$,71.0)|(\W\w\W\w** \w\w\w\w\w\w\w\w\w\w \w\w\w\w\w\w\w\w ,**\w *_\w\w\w\w\w\w $,20.0)|(\W\w\w**** \d\W,\d _ \W$,1055.0)|(\W\w\w\w\w\w\w\w\w \w\w\w\w\w\w\w\w *\w\w\w\w\w\w\w\w,\w\w\w\w\w\w *******_\d\w\w\w\w\w\w\w\w \w$,5.0)|(\d\w\w\w \w*-* ***, **\w_\W \w\w\w\w\w\w$,1571.0)|(\W*\w\w***\w-\w\w\w\w\w\w\w\w\w\w\w\w\w \w\w\w\w\w\w\w\w *\w\w\w\w\w\w \w\w\w\w\w,\d ******\w $,114.0)|(\W\w\w**\W****\w\w\w\w \d\w\w\w\w*******,\w\w\w\w\w\w\w\w\w\w\w\w\w\w\w\w\w\w *\w**\w\w\w\w\w_\W\d\d \W\w\w\w\w\w$,100.0)"
"tid","(\d\d\d\d\d$,1093.0)|(\d\d\d\d\d\d$,224.0)|(\d\d\d\d\d\d$,284.0)|(\d\d\d\d\d\d$,219.0)|(\d\d\d\d\d\d$,181.0)|(\d\d\d\d\d\d$,116.0)|(\d\d\d\d\d$,819.0)"
"email.csv"
"email","(\w\w\w\W\W\w\w\w\w\w\w\W\w\w\W\w\w\w\W\d\W\w\W\d-\d\w\W\W\w\d\d\w\W\w\W\w\w\w\w\W\w\W\W\W\W\W\W\w\d@\d\W\W\w\w\W\W\W\W\d\W\W\w\W\d\d\d\d\W.\W\d*\w\w\W$,4.0)|(\w\d\w*\w\w\d\w\W@\w\w\d\W\W*\w\W\W\w\w\w\W\W.\W\w*****\W*\W\W\w\W*\d\W\d\d\W\w\w\w\w\w\d$,6.0)|(\W\w\d\W\W\w\w\W\w\w\w\w@\W\d\W\w\d.\w\W\w\W\d\W\W$,2.0)|(\d\W\w\w\d*****\W\W\W**\w_\d\d\W\d\W\W\d\W\W\d@\d\W\W\w\w\W\W\w\d\W-\w-\d\W\W\w\W\d.\W\d\W\d_\W\w\w\W...-.$,3.0)|(\w****@\W\w\d\W\W\W**\W\d.\w\W\w\W\w\w\d\w\W\w\W\d\W\W\w\W\W\W\W\W\w\w\d$,8.0)|(\W\W.\d\w\W\W\W\W@\w\W**\w*.\W\W\d\w\w\W\W\W\d\W.\d\w\w\W\w\w$,5.0)|(*******@\W\w\W\d\W\W\W[***\w\W\w\w\w.\d*.**\d\w.*\w\w\d*\d\W\w\w\w]\W$,2.0)"
"number.csv"
"number","(***\d*\d\d$,2.0)|(****\d\d*\d\d\d\d\d\d$,15.0)|(*\d\d\d\d\d\d\d\d\d\d$,2.0)|(*\W*\w\W\d\w\W\d\d\d\d\d$,78.0)|(\d\d\d\d\d\d\d$,1.0)|(\d\d\d\d\d\d\d$,3.0)|(\d\d\d\d\d$,1.0)"
"Cip.csv"
"Program Code","(\d\d\d\d\d\d$,311.0)|(\d\d\d\d\d\d$,395.0)|(\d\d\d\d\d\d$,263.0)|(\d\d\d\d\d\d$,337.0)|(\d\d\d\d\d\d$,282.0)|(\d\d\d\d\d\d$,440.0)|(\d\d\d\d\d\d$,462.0)"
"Program Title","(\W\w\w\w* \W\w\w\w\w\w\w\w\w$,497.0)|(******\w*****\w\w\w\w\w\w\w\w$,3.0)|(\W\w\w\w*\w\w\w\W\w\w\W**********************\w\w\w\w\w\w\w*\W\w\w\w\w\w\w**\w\w\w*\W\w\w\w\w\w\w\w**\W\w\w\w\w\w\w$,24.0)|(\W\w\w\w\w\w\w \W\w\w\w\w\w\w\w$,475.0)|(\W\w\w\w\w*\w*\w \w\w*\w\w\w\w\w\w\w$,54.0)|(\W\w\w\w\w\w\w\w \W\w\W****\w\w\w\w$,765.0)|(\W\W\w\w* \w\w\w\w\w\w\w\w\w*\W\w\w\w\w$,671.0)"
"Category Code","(\d\d$,354.0)|(\d\d$,265.0)|(\d\d$,341.0)|(\d\d$,472.0)|(\d\d$,314.0)|(\d\d$,368.0)|(\d\d$,382.0)"
"Category Title","(\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W\W*\W\W\W*\W\W\W\W\W\W\W*\W\W\W\W\W\W\W\W$,18.0)|(\W\w\W\W\W\W \W\W\W\W\W\W$,1214.0)|(\W\W\W\W\W\W\W\W\W\W\W*\W\W\W\W\W\W\W\W\W\W\W\W*\W\W\W*\W\W\W\W\W\W\W\W\W\W\W*\W\W\W\W\W\W\W*\W\W\W\W\W\W$,23.0)|(\W\W\W\W\W** \W\W\W\W\W\W\W\W\W\W\W$,379.0)|(\W\W\W\W\W\W\W\W\W \W\W\W\W\W\W\W\W\W\W\W\W$,136.0)|(\W\W\W\W\W\W \W\W\W\W\W\W\W\W$,487.0)|(\W\W\W\W\w\w\w\w\W \W\W\W\W\W\W\W\W\W$,233.0)"
"Four Digit Code","(\d\d\d\d$,412.0)|(\d\d\d\d$,421.0)|(\d\d\d\d$,390.0)|(\d\d\d\d$,321.0)|(\d\d\d\d$,289.0)|(\d\d\d\d$,306.0)|(\d\d\d\d$,351.0)"
"Four Digit Title","(\W\w\w\w\w\w\w *\w**$,514.0)|(\W\w\w\w\w\w\w\w**\W\w\w\w\w\w\w\w\w\w\w\w\w\w*\W\w\w\w\w\w\w\w**\w\w\w*\W\w\w\w\w\w\w\w\w\w\w\w\w\w$,19.0)|(\W\w\w\w\w\w*\w\w\w\w \W\W\w\w\w\w\w\w\w$,116.0)|(\W\w\w\w\w** \w\w\w$,468.0)|(\W\w\w\W\w\w\w\w \w\w\w\w\w\w\w\w\w$,144.0)|(\W\w\w\w\w\w\w\w*\W\w\w\w\w\w\w*\W\w\w\w\w\w\w\w\w\w\w\w*\W\w\w\w\w\w\w\w\w\w\w$,29.0)|(\W\w\w\w\w\w\w \w\w\w$,1198.0)"
"Note","(\W\w\w\w\w \w\w\w\w \d\d\W\d\d\d\d$,27.0)|(\W\w\w\w\w \w\w\w\w \d\d*\d\d\d\d$,64.0)|(\W\w\w\w\w \w\w\w\w \d\d.\d\d\d*$,351.0)|(\W\w\w\w\w \w\w\w\w \d\d*\d\d\d\d$,23.0)|(\W\w\w\w\w \w\w\w\w \d\d*\d\d\d\d$,57.0)|(\W\w\w\w\w \w\w\w\w \d\d\d\d\d\d\d$,4.0)|(\W\w\w\w\w \w\w\w\w \W\W*\d\d\d\d$,60.0)"
"Warehouse Load Date","(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,361.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,283.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,314.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,362.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,486.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,340.0)|(\d\d/\d\d/\d\d \d\d:\d\d \W\W$,344.0)"
"Version","(\d\d\d\d$,448.0)|(\d\d\d\d$,286.0)|(\d\d\d\d$,212.0)|(\d\d\d\d$,329.0)|(\d\d\d\d$,319.0)|(\d\d\d\d$,430.0)|(\d\d\d\d$,466.0)"
"code-markup.csv"
"markup/code","(\w\w\w\w**\w\w\w\w***\w\w\w\d\d\W\w\W*\W*\W\w*\w\d\d*\w\w\w\W\d\w\w\d*\w\W\w\d\W\w\w\w\w*\w\W\w\w\W\w*\W\w\d*\W\d\W*\d*\W\w\w\w\W\W\w*\w\w\w\w*\W*\d\W\W\w*\w*\w\w\W\d\W\W\W\W\w*\w\W\W\W\w*&**\w\w\d\d*\w\W\w;******\w\W'**\w\W&\w\W\w\d\W*;\w\w\W\W\W*\w\d\w\w\w\w\d\W$,4.0)|(&\w\w;****<***@**\W\w\w!\w\d\W\w\W*!\W`\W\W+\w\W\d\W\w\w*=\w\w.*'\w\w\w\W*\W>**\w\W***\W\W\d\W\W\d\d\w\d,**\w*(*\w+&*;*\w\w\w\w\w\w\w\w\w\w*\w\w\w*$,5.0)|(\w\w\w\w=\W_\d;$,1.0)|(\W\W\w\d\W\w\W&;  =  '& ;&;!] &;&;/&;$,2.0)|(***\W\w*\w       =&;#&;$,3.0)"
